Transcript	Gene
Vitvi05_01chr07g03420_t001	Vitvi05_01chr07g03420
Vitvi05_01chr07g03430_t002	Vitvi05_01chr07g03430
Vitvi05_01chr07g03430_t001	Vitvi05_01chr07g03430
Vitvi05_01chr07g03440_t001	Vitvi05_01chr07g03440
Vitvi05_01chr07g03450_t001	Vitvi05_01chr07g03450
Vitvi05_01chr07g03460_t001	Vitvi05_01chr07g03460
Vitvi05_01chr07g03470_t001	Vitvi05_01chr07g03470
Vitvi05_01chr07g03480_t001	Vitvi05_01chr07g03480
Vitvi05_01chr07g03490_t001	Vitvi05_01chr07g03490
Vitvi05_01chr07g03500_t001	Vitvi05_01chr07g03500
Vitvi05_01chr07g03510_t001	Vitvi05_01chr07g03510
Vitvi05_01chr07g03520_t001	Vitvi05_01chr07g03520
Vitvi05_01chr07g03530_t001	Vitvi05_01chr07g03530
Vitvi05_01chr07g03540_t001	Vitvi05_01chr07g03540
Vitvi05_01chr07g03550_t001	Vitvi05_01chr07g03550
Vitvi05_01chr07g03560_t001	Vitvi05_01chr07g03560
Vitvi05_01chr07g03570_t002	Vitvi05_01chr07g03570
Vitvi05_01chr07g03570_t001	Vitvi05_01chr07g03570
Vitvi05_01chr07g03580_t001	Vitvi05_01chr07g03580
Vitvi05_01chr07g03590_t001	Vitvi05_01chr07g03590
Vitvi05_01chr07g03600_t001	Vitvi05_01chr07g03600
Vitvi05_01chr07g03610_t002	Vitvi05_01chr07g03610
Vitvi05_01chr07g03610_t001	Vitvi05_01chr07g03610
Vitvi05_01chr07g03620_t001	Vitvi05_01chr07g03620
Vitvi05_01chr07g03630_t002	Vitvi05_01chr07g03630
Vitvi05_01chr07g03630_t001	Vitvi05_01chr07g03630
Vitvi05_01chr07g03640_t001	Vitvi05_01chr07g03640
Vitvi05_01chr07g03650_t001	Vitvi05_01chr07g03650
Vitvi05_01chr07g03660_t001	Vitvi05_01chr07g03660
Vitvi05_01chr07g03670_t002	Vitvi05_01chr07g03670
Vitvi05_01chr07g03670_t001	Vitvi05_01chr07g03670
Vitvi05_01chr07g03680_t001	Vitvi05_01chr07g03680
Vitvi05_01chr07g03690_t001	Vitvi05_01chr07g03690
Vitvi05_01chr07g03700_t001	Vitvi05_01chr07g03700
Vitvi05_01chr07g03710_t001	Vitvi05_01chr07g03710
Vitvi05_01chr07g03720_t001	Vitvi05_01chr07g03720
Vitvi05_01chr07g03730_t001	Vitvi05_01chr07g03730
Vitvi05_01chr07g03740_t001	Vitvi05_01chr07g03740
Vitvi05_01chr07g03750_t002	Vitvi05_01chr07g03750
Vitvi05_01chr07g03750_t001	Vitvi05_01chr07g03750
Vitvi05_01chr07g03760_t001	Vitvi05_01chr07g03760
Vitvi05_01chr07g03770_t001	Vitvi05_01chr07g03770
Vitvi05_01chr07g03770_t002	Vitvi05_01chr07g03770
Vitvi05_01chr07g03780_t001	Vitvi05_01chr07g03780
Vitvi05_01chr07g03790_t001	Vitvi05_01chr07g03790
Vitvi05_01chr07g03790_t002	Vitvi05_01chr07g03790
Vitvi05_01chr07g03800_t001	Vitvi05_01chr07g03800
Vitvi05_01chr07g03810_t001	Vitvi05_01chr07g03810
Vitvi05_01chr07g03820_t002	Vitvi05_01chr07g03820
Vitvi05_01chr07g03820_t001	Vitvi05_01chr07g03820
Vitvi05_01chr07g03830_t002	Vitvi05_01chr07g03830
Vitvi05_01chr07g03830_t001	Vitvi05_01chr07g03830
Vitvi05_01chr07g03840_t001	Vitvi05_01chr07g03840
Vitvi05_01chr07g03850_t001	Vitvi05_01chr07g03850
Vitvi05_01chr07g03860_t001	Vitvi05_01chr07g03860
Vitvi05_01chr07g03870_t001	Vitvi05_01chr07g03870
Vitvi05_01chr07g03880_t001	Vitvi05_01chr07g03880
Vitvi05_01chr07g03890_t001	Vitvi05_01chr07g03890
Vitvi05_01chr07g03900_t001	Vitvi05_01chr07g03900
Vitvi05_01chr07g03910_t001	Vitvi05_01chr07g03910
Vitvi05_01chr07g03920_t001	Vitvi05_01chr07g03920
Vitvi05_01chr07g03930_t001	Vitvi05_01chr07g03930
Vitvi05_01chr07g03940_t002	Vitvi05_01chr07g03940
Vitvi05_01chr07g03940_t001	Vitvi05_01chr07g03940
Vitvi05_01chr07g03950_t001	Vitvi05_01chr07g03950
Vitvi05_01chr07g03960_t001	Vitvi05_01chr07g03960
Vitvi05_01chr07g03970_t001	Vitvi05_01chr07g03970
Vitvi05_01chr07g03970_t002	Vitvi05_01chr07g03970
Vitvi05_01chr07g03980_t001	Vitvi05_01chr07g03980
Vitvi05_01chr07g03990_t001	Vitvi05_01chr07g03990
Vitvi05_01chr07g04000_t001	Vitvi05_01chr07g04000
Vitvi05_01chr07g04000_t002	Vitvi05_01chr07g04000
Vitvi05_01chr07g04010_t001	Vitvi05_01chr07g04010
Vitvi05_01chr07g04020_t001	Vitvi05_01chr07g04020
Vitvi05_01chr07g04030_t001	Vitvi05_01chr07g04030
Vitvi05_01chr07g04040_t001	Vitvi05_01chr07g04040
Vitvi05_01chr07g04050_t001	Vitvi05_01chr07g04050
Vitvi05_01chr07g04060_t001	Vitvi05_01chr07g04060
Vitvi05_01chr07g04070_t001	Vitvi05_01chr07g04070
Vitvi05_01chr07g04080_t001	Vitvi05_01chr07g04080
Vitvi05_01chr07g04090_t001	Vitvi05_01chr07g04090
Vitvi05_01chr07g04100_t001	Vitvi05_01chr07g04100
Vitvi05_01chr07g04110_t001	Vitvi05_01chr07g04110
Vitvi05_01chr07g04120_t002	Vitvi05_01chr07g04120
Vitvi05_01chr07g04120_t001	Vitvi05_01chr07g04120
Vitvi05_01chr07g04130_t001	Vitvi05_01chr07g04130
Vitvi05_01chr07g04140_t001	Vitvi05_01chr07g04140
Vitvi05_01chr07g04150_t001	Vitvi05_01chr07g04150
Vitvi05_01chr07g04160_t001	Vitvi05_01chr07g04160
Vitvi05_01chr07g04170_t001	Vitvi05_01chr07g04170
Vitvi05_01chr07g04180_t001	Vitvi05_01chr07g04180
Vitvi05_01chr07g04180_t002	Vitvi05_01chr07g04180
Vitvi05_01chr07g04190_t001	Vitvi05_01chr07g04190
Vitvi05_01chr07g04200_t001	Vitvi05_01chr07g04200
Vitvi05_01chr07g04210_t001	Vitvi05_01chr07g04210
Vitvi05_01chr07g04210_t002	Vitvi05_01chr07g04210
Vitvi05_01chr07g04220_t001	Vitvi05_01chr07g04220
Vitvi05_01chr07g04230_t001	Vitvi05_01chr07g04230
Vitvi05_01chr07g04240_t001	Vitvi05_01chr07g04240
Vitvi05_01chr07g04250_t001	Vitvi05_01chr07g04250
Vitvi05_01chr07g04260_t001	Vitvi05_01chr07g04260
Vitvi05_01chr07g04270_t001	Vitvi05_01chr07g04270
Vitvi05_01chr07g04280_t002	Vitvi05_01chr07g04280
Vitvi05_01chr07g04280_t001	Vitvi05_01chr07g04280
Vitvi05_01chr07g04290_t001	Vitvi05_01chr07g04290
Vitvi05_01chr07g04300_t001	Vitvi05_01chr07g04300
Vitvi05_01chr07g04310_t001	Vitvi05_01chr07g04310
Vitvi05_01chr07g04320_t002	Vitvi05_01chr07g04320
Vitvi05_01chr07g04320_t001	Vitvi05_01chr07g04320
Vitvi05_01chr07g04330_t001	Vitvi05_01chr07g04330
Vitvi05_01chr07g04340_t001	Vitvi05_01chr07g04340
Vitvi05_01chr07g04350_t001	Vitvi05_01chr07g04350
Vitvi05_01chr07g04360_t001	Vitvi05_01chr07g04360
Vitvi05_01chr07g04370_t001	Vitvi05_01chr07g04370
Vitvi05_01chr07g04380_t001	Vitvi05_01chr07g04380
Vitvi05_01chr07g04390_t001	Vitvi05_01chr07g04390
Vitvi05_01chr07g04400_t001	Vitvi05_01chr07g04400
Vitvi05_01chr07g04410_t001	Vitvi05_01chr07g04410
Vitvi05_01chr07g04420_t002	Vitvi05_01chr07g04420
Vitvi05_01chr07g04420_t001	Vitvi05_01chr07g04420
Vitvi05_01chr07g04430_t001	Vitvi05_01chr07g04430
Vitvi05_01chr07g04440_t001	Vitvi05_01chr07g04440
Vitvi05_01chr07g04450_t001	Vitvi05_01chr07g04450
Vitvi05_01chr07g04460_t001	Vitvi05_01chr07g04460
Vitvi05_01chr07g04470_t001	Vitvi05_01chr07g04470
Vitvi05_01chr07g04480_t001	Vitvi05_01chr07g04480
Vitvi05_01chr07g04490_t001	Vitvi05_01chr07g04490
Vitvi05_01chr07g04500_t001	Vitvi05_01chr07g04500
Vitvi05_01chr07g04500_t002	Vitvi05_01chr07g04500
Vitvi05_01chr07g04510_t001	Vitvi05_01chr07g04510
Vitvi05_01chr07g04510_t002	Vitvi05_01chr07g04510
Vitvi05_01chr07g04520_t001	Vitvi05_01chr07g04520
Vitvi05_01chr07g04530_t001	Vitvi05_01chr07g04530
Vitvi05_01chr07g04540_t001	Vitvi05_01chr07g04540
Vitvi05_01chr07g04540_t002	Vitvi05_01chr07g04540
Vitvi05_01chr07g04550_t001	Vitvi05_01chr07g04550
Vitvi05_01chr07g04560_t002	Vitvi05_01chr07g04560
Vitvi05_01chr07g04560_t001	Vitvi05_01chr07g04560
Vitvi05_01chr07g04570_t001	Vitvi05_01chr07g04570
Vitvi05_01chr07g04580_t001	Vitvi05_01chr07g04580
Vitvi05_01chr07g04590_t001	Vitvi05_01chr07g04590
Vitvi05_01chr07g04600_t001	Vitvi05_01chr07g04600
Vitvi05_01chr07g04610_t001	Vitvi05_01chr07g04610
Vitvi05_01chr07g04620_t001	Vitvi05_01chr07g04620
Vitvi05_01chr07g04630_t001	Vitvi05_01chr07g04630
Vitvi05_01chr07g04640_t001	Vitvi05_01chr07g04640
Vitvi05_01chr07g04650_t001	Vitvi05_01chr07g04650
Vitvi05_01chr07g04660_t001	Vitvi05_01chr07g04660
Vitvi05_01chr07g04670_t001	Vitvi05_01chr07g04670
Vitvi05_01chr07g04680_t001	Vitvi05_01chr07g04680
Vitvi05_01chr07g04690_t001	Vitvi05_01chr07g04690
Vitvi05_01chr07g04700_t001	Vitvi05_01chr07g04700
Vitvi05_01chr07g04710_t001	Vitvi05_01chr07g04710
Vitvi05_01chr07g04720_t001	Vitvi05_01chr07g04720
Vitvi05_01chr07g04730_t001	Vitvi05_01chr07g04730
Vitvi05_01chr07g04740_t001	Vitvi05_01chr07g04740
Vitvi05_01chr07g04750_t001	Vitvi05_01chr07g04750
Vitvi05_01chr07g04760_t001	Vitvi05_01chr07g04760
Vitvi05_01chr07g04770_t001	Vitvi05_01chr07g04770
Vitvi05_01chr07g04780_t001	Vitvi05_01chr07g04780
Vitvi05_01chr07g04790_t001	Vitvi05_01chr07g04790
Vitvi05_01chr07g04800_t001	Vitvi05_01chr07g04800
Vitvi05_01chr07g04810_t001	Vitvi05_01chr07g04810
Vitvi05_01chr07g04820_t001	Vitvi05_01chr07g04820
Vitvi05_01chr07g04830_t001	Vitvi05_01chr07g04830
Vitvi05_01chr07g04840_t001	Vitvi05_01chr07g04840
Vitvi05_01chr07g04850_t001	Vitvi05_01chr07g04850
Vitvi05_01chr07g04860_t001	Vitvi05_01chr07g04860
Vitvi05_01chr07g04870_t001	Vitvi05_01chr07g04870
Vitvi05_01chr07g04880_t002	Vitvi05_01chr07g04880
Vitvi05_01chr07g04880_t001	Vitvi05_01chr07g04880
Vitvi05_01chr07g04890_t001	Vitvi05_01chr07g04890
Vitvi05_01chr07g04900_t001	Vitvi05_01chr07g04900
Vitvi05_01chr07g04910_t001	Vitvi05_01chr07g04910
Vitvi05_01chr07g04920_t001	Vitvi05_01chr07g04920
Vitvi05_01chr07g04930_t002	Vitvi05_01chr07g04930
Vitvi05_01chr07g04930_t001	Vitvi05_01chr07g04930
Vitvi05_01chr07g04940_t001	Vitvi05_01chr07g04940
Vitvi05_01chr07g04950_t002	Vitvi05_01chr07g04950
Vitvi05_01chr07g04950_t001	Vitvi05_01chr07g04950
Vitvi05_01chr07g04960_t001	Vitvi05_01chr07g04960
Vitvi05_01chr07g04970_t001	Vitvi05_01chr07g04970
Vitvi05_01chr07g04970_t002	Vitvi05_01chr07g04970
Vitvi05_01chr07g04980_t001	Vitvi05_01chr07g04980
Vitvi05_01chr07g04990_t001	Vitvi05_01chr07g04990
Vitvi05_01chr07g05000_t001	Vitvi05_01chr07g05000
Vitvi05_01chr07g05010_t001	Vitvi05_01chr07g05010
Vitvi05_01chr07g05020_t001	Vitvi05_01chr07g05020
Vitvi05_01chr07g05030_t001	Vitvi05_01chr07g05030
Vitvi05_01chr07g05040_t001	Vitvi05_01chr07g05040
Vitvi05_01chr07g05050_t001	Vitvi05_01chr07g05050
Vitvi05_01chr07g05060_t001	Vitvi05_01chr07g05060
Vitvi05_01chr07g05070_t001	Vitvi05_01chr07g05070
Vitvi05_01chr07g05080_t002	Vitvi05_01chr07g05080
Vitvi05_01chr07g05080_t001	Vitvi05_01chr07g05080
Vitvi05_01chr07g05090_t001	Vitvi05_01chr07g05090
Vitvi05_01chr07g05090_t002	Vitvi05_01chr07g05090
Vitvi05_01chr07g05100_t001	Vitvi05_01chr07g05100
Vitvi05_01chr07g05110_t001	Vitvi05_01chr07g05110
Vitvi05_01chr07g05120_t001	Vitvi05_01chr07g05120
Vitvi05_01chr07g05130_t001	Vitvi05_01chr07g05130
Vitvi05_01chr07g05140_t001	Vitvi05_01chr07g05140
Vitvi05_01chr07g05140_t002	Vitvi05_01chr07g05140
Vitvi05_01chr07g05150_t002	Vitvi05_01chr07g05150
Vitvi05_01chr07g05150_t001	Vitvi05_01chr07g05150
Vitvi05_01chr07g05160_t001	Vitvi05_01chr07g05160
Vitvi05_01chr07g05170_t001	Vitvi05_01chr07g05170
Vitvi05_01chr07g05180_t001	Vitvi05_01chr07g05180
Vitvi05_01chr07g05190_t001	Vitvi05_01chr07g05190
Vitvi05_01chr07g05200_t001	Vitvi05_01chr07g05200
Vitvi05_01chr07g05210_t002	Vitvi05_01chr07g05210
Vitvi05_01chr07g05210_t001	Vitvi05_01chr07g05210
Vitvi05_01chr07g05220_t001	Vitvi05_01chr07g05220
Vitvi05_01chr07g05230_t001	Vitvi05_01chr07g05230
Vitvi05_01chr07g05240_t001	Vitvi05_01chr07g05240
Vitvi05_01chr07g05250_t001	Vitvi05_01chr07g05250
Vitvi05_01chr07g05250_t002	Vitvi05_01chr07g05250
Vitvi05_01chr07g05260_t001	Vitvi05_01chr07g05260
Vitvi05_01chr07g05270_t001	Vitvi05_01chr07g05270
Vitvi05_01chr07g05270_t002	Vitvi05_01chr07g05270
Vitvi05_01chr07g05280_t001	Vitvi05_01chr07g05280
Vitvi05_01chr07g05290_t001	Vitvi05_01chr07g05290
Vitvi05_01chr07g05300_t001	Vitvi05_01chr07g05300
Vitvi05_01chr07g05310_t002	Vitvi05_01chr07g05310
Vitvi05_01chr07g05310_t001	Vitvi05_01chr07g05310
Vitvi05_01chr07g05320_t001	Vitvi05_01chr07g05320
Vitvi05_01chr07g05330_t001	Vitvi05_01chr07g05330
Vitvi05_01chr07g05340_t002	Vitvi05_01chr07g05340
Vitvi05_01chr07g05340_t001	Vitvi05_01chr07g05340
Vitvi05_01chr07g05350_t001	Vitvi05_01chr07g05350
Vitvi05_01chr07g05350_t002	Vitvi05_01chr07g05350
Vitvi05_01chr07g05360_t001	Vitvi05_01chr07g05360
Vitvi05_01chr07g05370_t001	Vitvi05_01chr07g05370
Vitvi05_01chr07g05380_t001	Vitvi05_01chr07g05380
Vitvi05_01chr07g05390_t001	Vitvi05_01chr07g05390
Vitvi05_01chr07g05400_t001	Vitvi05_01chr07g05400
Vitvi05_01chr07g05410_t001	Vitvi05_01chr07g05410
Vitvi05_01chr07g05420_t001	Vitvi05_01chr07g05420
Vitvi05_01chr07g05430_t001	Vitvi05_01chr07g05430
Vitvi05_01chr07g05440_t002	Vitvi05_01chr07g05440
Vitvi05_01chr07g05440_t001	Vitvi05_01chr07g05440
Vitvi05_01chr07g05450_t001	Vitvi05_01chr07g05450
Vitvi05_01chr07g05460_t001	Vitvi05_01chr07g05460
Vitvi05_01chr07g05470_t001	Vitvi05_01chr07g05470
Vitvi05_01chr07g05480_t001	Vitvi05_01chr07g05480
Vitvi05_01chr07g05490_t001	Vitvi05_01chr07g05490
Vitvi05_01chr07g05500_t001	Vitvi05_01chr07g05500
Vitvi05_01chr07g05510_t001	Vitvi05_01chr07g05510
Vitvi05_01chr07g05510_t002	Vitvi05_01chr07g05510
Vitvi05_01chr07g05520_t001	Vitvi05_01chr07g05520
Vitvi05_01chr07g05530_t001	Vitvi05_01chr07g05530
Vitvi05_01chr07g05540_t001	Vitvi05_01chr07g05540
Vitvi05_01chr07g05550_t001	Vitvi05_01chr07g05550
Vitvi05_01chr07g05560_t001	Vitvi05_01chr07g05560
Vitvi05_01chr07g05570_t002	Vitvi05_01chr07g05570
Vitvi05_01chr07g05570_t001	Vitvi05_01chr07g05570
Vitvi05_01chr07g05580_t001	Vitvi05_01chr07g05580
Vitvi05_01chr07g05590_t001	Vitvi05_01chr07g05590
Vitvi05_01chr07g05600_t001	Vitvi05_01chr07g05600
Vitvi05_01chr07g05610_t002	Vitvi05_01chr07g05610
Vitvi05_01chr07g05610_t001	Vitvi05_01chr07g05610
Vitvi05_01chr07g05620_t001	Vitvi05_01chr07g05620
Vitvi05_01chr07g05630_t001	Vitvi05_01chr07g05630
Vitvi05_01chr07g05640_t001	Vitvi05_01chr07g05640
Vitvi05_01chr07g05650_t001	Vitvi05_01chr07g05650
Vitvi05_01chr07g05660_t001	Vitvi05_01chr07g05660
Vitvi05_01chr07g05670_t001	Vitvi05_01chr07g05670
Vitvi05_01chr07g05680_t001	Vitvi05_01chr07g05680
Vitvi05_01chr07g05690_t001	Vitvi05_01chr07g05690
Vitvi05_01chr07g05690_t002	Vitvi05_01chr07g05690
Vitvi05_01chr07g05700_t001	Vitvi05_01chr07g05700
Vitvi05_01chr07g05710_t001	Vitvi05_01chr07g05710
Vitvi05_01chr07g05720_t001	Vitvi05_01chr07g05720
Vitvi05_01chr07g05730_t001	Vitvi05_01chr07g05730
Vitvi05_01chr07g05740_t001	Vitvi05_01chr07g05740
Vitvi05_01chr07g05750_t002	Vitvi05_01chr07g05750
Vitvi05_01chr07g05750_t001	Vitvi05_01chr07g05750
Vitvi05_01chr07g05760_t001	Vitvi05_01chr07g05760
Vitvi05_01chr07g05770_t001	Vitvi05_01chr07g05770
Vitvi05_01chr07g05780_t001	Vitvi05_01chr07g05780
Vitvi05_01chr07g05790_t001	Vitvi05_01chr07g05790
Vitvi05_01chr07g05790_t002	Vitvi05_01chr07g05790
Vitvi05_01chr07g05800_t002	Vitvi05_01chr07g05800
Vitvi05_01chr07g05800_t001	Vitvi05_01chr07g05800
Vitvi05_01chr07g05810_t001	Vitvi05_01chr07g05810
Vitvi05_01chr07g05820_t001	Vitvi05_01chr07g05820
Vitvi05_01chr07g05830_t001	Vitvi05_01chr07g05830
Vitvi05_01chr07g05840_t001	Vitvi05_01chr07g05840
Vitvi05_01chr07g05840_t002	Vitvi05_01chr07g05840
Vitvi05_01chr07g05850_t001	Vitvi05_01chr07g05850
Vitvi05_01chr07g05860_t001	Vitvi05_01chr07g05860
Vitvi05_01chr07g05870_t001	Vitvi05_01chr07g05870
Vitvi05_01chr07g05880_t001	Vitvi05_01chr07g05880
Vitvi05_01chr07g05890_t001	Vitvi05_01chr07g05890
Vitvi05_01chr07g05900_t001	Vitvi05_01chr07g05900
Vitvi05_01chr07g05910_t002	Vitvi05_01chr07g05910
Vitvi05_01chr07g05910_t001	Vitvi05_01chr07g05910
Vitvi05_01chr07g05920_t001	Vitvi05_01chr07g05920
Vitvi05_01chr07g05930_t001	Vitvi05_01chr07g05930
Vitvi05_01chr07g05940_t001	Vitvi05_01chr07g05940
Vitvi05_01chr07g05950_t001	Vitvi05_01chr07g05950
Vitvi05_01chr07g05960_t002	Vitvi05_01chr07g05960
Vitvi05_01chr07g05960_t001	Vitvi05_01chr07g05960
Vitvi05_01chr07g05970_t001	Vitvi05_01chr07g05970
Vitvi05_01chr07g05980_t001	Vitvi05_01chr07g05980
Vitvi05_01chr07g05990_t001	Vitvi05_01chr07g05990
Vitvi05_01chr07g06000_t001	Vitvi05_01chr07g06000
Vitvi05_01chr07g06010_t001	Vitvi05_01chr07g06010
Vitvi05_01chr07g06020_t001	Vitvi05_01chr07g06020
Vitvi05_01chr07g06030_t001	Vitvi05_01chr07g06030
Vitvi05_01chr07g06040_t002	Vitvi05_01chr07g06040
Vitvi05_01chr07g06040_t001	Vitvi05_01chr07g06040
Vitvi05_01chr07g06040_t003	Vitvi05_01chr07g06040
Vitvi05_01chr07g06050_t001	Vitvi05_01chr07g06050
Vitvi05_01chr07g06060_t001	Vitvi05_01chr07g06060
Vitvi05_01chr07g06070_t001	Vitvi05_01chr07g06070
Vitvi05_01chr07g06080_t001	Vitvi05_01chr07g06080
Vitvi05_01chr07g06090_t001	Vitvi05_01chr07g06090
Vitvi05_01chr07g06100_t001	Vitvi05_01chr07g06100
Vitvi05_01chr07g06110_t001	Vitvi05_01chr07g06110
Vitvi05_01chr07g06120_t002	Vitvi05_01chr07g06120
Vitvi05_01chr07g06120_t001	Vitvi05_01chr07g06120
Vitvi05_01chr07g06130_t002	Vitvi05_01chr07g06130
Vitvi05_01chr07g06130_t001	Vitvi05_01chr07g06130
Vitvi05_01chr07g06140_t001	Vitvi05_01chr07g06140
Vitvi05_01chr07g06150_t001	Vitvi05_01chr07g06150
Vitvi05_01chr07g06160_t001	Vitvi05_01chr07g06160
Vitvi05_01chr07g06170_t001	Vitvi05_01chr07g06170
Vitvi05_01chr07g06180_t001	Vitvi05_01chr07g06180
Vitvi05_01chr07g06190_t001	Vitvi05_01chr07g06190
Vitvi05_01chr07g06200_t001	Vitvi05_01chr07g06200
Vitvi05_01chr07g06210_t002	Vitvi05_01chr07g06210
Vitvi05_01chr07g06210_t001	Vitvi05_01chr07g06210
Vitvi05_01chr07g06220_t001	Vitvi05_01chr07g06220
Vitvi05_01chr07g06230_t001	Vitvi05_01chr07g06230
Vitvi05_01chr07g06240_t001	Vitvi05_01chr07g06240
Vitvi05_01chr07g06250_t002	Vitvi05_01chr07g06250
Vitvi05_01chr07g06250_t001	Vitvi05_01chr07g06250
Vitvi05_01chr07g06260_t001	Vitvi05_01chr07g06260
Vitvi05_01chr07g06270_t001	Vitvi05_01chr07g06270
Vitvi05_01chr07g06280_t001	Vitvi05_01chr07g06280
Vitvi05_01chr07g06290_t001	Vitvi05_01chr07g06290
Vitvi05_01chr07g06300_t001	Vitvi05_01chr07g06300
Vitvi05_01chr07g06310_t001	Vitvi05_01chr07g06310
Vitvi05_01chr07g06320_t001	Vitvi05_01chr07g06320
Vitvi05_01chr07g06330_t002	Vitvi05_01chr07g06330
Vitvi05_01chr07g06330_t001	Vitvi05_01chr07g06330
Vitvi05_01chr07g06340_t001	Vitvi05_01chr07g06340
Vitvi05_01chr07g06350_t002	Vitvi05_01chr07g06350
Vitvi05_01chr07g06350_t003	Vitvi05_01chr07g06350
Vitvi05_01chr07g06350_t001	Vitvi05_01chr07g06350
Vitvi05_01chr07g06360_t001	Vitvi05_01chr07g06360
Vitvi05_01chr07g06370_t001	Vitvi05_01chr07g06370
Vitvi05_01chr07g06380_t001	Vitvi05_01chr07g06380
Vitvi05_01chr07g06390_t001	Vitvi05_01chr07g06390
Vitvi05_01chr07g06400_t001	Vitvi05_01chr07g06400
Vitvi05_01chr07g06410_t001	Vitvi05_01chr07g06410
Vitvi05_01chr07g06420_t002	Vitvi05_01chr07g06420
Vitvi05_01chr07g06420_t001	Vitvi05_01chr07g06420
Vitvi05_01chr07g06430_t001	Vitvi05_01chr07g06430
Vitvi05_01chr07g06440_t001	Vitvi05_01chr07g06440
Vitvi05_01chr07g06450_t002	Vitvi05_01chr07g06450
Vitvi05_01chr07g06450_t001	Vitvi05_01chr07g06450
Vitvi05_01chr07g06460_t001	Vitvi05_01chr07g06460
Vitvi05_01chr07g06470_t001	Vitvi05_01chr07g06470
Vitvi05_01chr07g06480_t001	Vitvi05_01chr07g06480
Vitvi05_01chr07g06490_t001	Vitvi05_01chr07g06490
Vitvi05_01chr07g06500_t001	Vitvi05_01chr07g06500
Vitvi05_01chr07g06510_t001	Vitvi05_01chr07g06510
Vitvi05_01chr07g06520_t001	Vitvi05_01chr07g06520
Vitvi05_01chr07g06530_t001	Vitvi05_01chr07g06530
Vitvi05_01chr07g06540_t002	Vitvi05_01chr07g06540
Vitvi05_01chr07g06540_t001	Vitvi05_01chr07g06540
Vitvi05_01chr07g06550_t001	Vitvi05_01chr07g06550
Vitvi05_01chr07g06560_t001	Vitvi05_01chr07g06560
Vitvi05_01chr07g06570_t002	Vitvi05_01chr07g06570
Vitvi05_01chr07g06570_t003	Vitvi05_01chr07g06570
Vitvi05_01chr07g06570_t001	Vitvi05_01chr07g06570
Vitvi05_01chr07g06570_t004	Vitvi05_01chr07g06570
Vitvi05_01chr07g06580_t001	Vitvi05_01chr07g06580
Vitvi05_01chr07g06590_t001	Vitvi05_01chr07g06590
Vitvi05_01chr07g06590_t002	Vitvi05_01chr07g06590
Vitvi05_01chr07g06600_t001	Vitvi05_01chr07g06600
Vitvi05_01chr07g06610_t001	Vitvi05_01chr07g06610
Vitvi05_01chr07g06620_t001	Vitvi05_01chr07g06620
Vitvi05_01chr07g06630_t001	Vitvi05_01chr07g06630
Vitvi05_01chr07g06640_t001	Vitvi05_01chr07g06640
Vitvi05_01chr07g06650_t001	Vitvi05_01chr07g06650
Vitvi05_01chr07g06660_t001	Vitvi05_01chr07g06660
Vitvi05_01chr07g06670_t001	Vitvi05_01chr07g06670
Vitvi05_01chr07g06680_t001	Vitvi05_01chr07g06680
Vitvi05_01chr07g06690_t001	Vitvi05_01chr07g06690
Vitvi05_01chr07g06700_t001	Vitvi05_01chr07g06700
Vitvi05_01chr07g06710_t001	Vitvi05_01chr07g06710
Vitvi05_01chr07g06720_t002	Vitvi05_01chr07g06720
Vitvi05_01chr07g06720_t001	Vitvi05_01chr07g06720
Vitvi05_01chr07g06730_t001	Vitvi05_01chr07g06730
Vitvi05_01chr07g06740_t001	Vitvi05_01chr07g06740
Vitvi05_01chr07g06750_t001	Vitvi05_01chr07g06750
Vitvi05_01chr07g06760_t001	Vitvi05_01chr07g06760
Vitvi05_01chr07g06770_t001	Vitvi05_01chr07g06770
Vitvi05_01chr07g06780_t001	Vitvi05_01chr07g06780
Vitvi05_01chr07g06790_t001	Vitvi05_01chr07g06790
Vitvi05_01chr07g06800_t002	Vitvi05_01chr07g06800
Vitvi05_01chr07g06800_t001	Vitvi05_01chr07g06800
Vitvi05_01chr07g06810_t002	Vitvi05_01chr07g06810
Vitvi05_01chr07g06810_t001	Vitvi05_01chr07g06810
Vitvi05_01chr07g06820_t001	Vitvi05_01chr07g06820
Vitvi05_01chr07g06830_t001	Vitvi05_01chr07g06830
Vitvi05_01chr07g06840_t001	Vitvi05_01chr07g06840
Vitvi05_01chr07g06850_t001	Vitvi05_01chr07g06850
Vitvi05_01chr07g06860_t001	Vitvi05_01chr07g06860
Vitvi05_01chr07g06870_t001	Vitvi05_01chr07g06870
Vitvi05_01chr07g06880_t001	Vitvi05_01chr07g06880
Vitvi05_01chr07g06890_t001	Vitvi05_01chr07g06890
Vitvi05_01chr07g06900_t001	Vitvi05_01chr07g06900
Vitvi05_01chr07g06910_t001	Vitvi05_01chr07g06910
Vitvi05_01chr07g06920_t001	Vitvi05_01chr07g06920
Vitvi05_01chr07g06930_t001	Vitvi05_01chr07g06930
Vitvi05_01chr07g06940_t001	Vitvi05_01chr07g06940
Vitvi05_01chr07g06950_t001	Vitvi05_01chr07g06950
Vitvi05_01chr07g06960_t001	Vitvi05_01chr07g06960
Vitvi05_01chr07g06970_t001	Vitvi05_01chr07g06970
